"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"X81003_at",-0.0336687269744118,8.70391740614788,-0.231109072265097,0.81787251460861,0.908505565959842,-6.6285158377508,"PPP1R11"
"U82535_at",-0.0539291984499721,6.9327266980161,-0.231084206831038,0.81789175915908,0.908505565959842,-6.6285215634441,"FAAH"
"M30448_s_at",-0.0276424335129573,11.5274877365075,-0.23091271334004,0.818024489235727,0.908505565959842,-6.62856103601416,"FBL"
"U52696_s_at",-0.0313104319796906,11.6728671566942,-0.23091259660058,0.818024579589876,0.908505565959842,-6.62856106287405,"ATF6B"
"Z48481_at",0.0502411310049951,8.62159339045608,0.230452419284687,0.818380767349183,0.908568575964216,-6.62866683699498,"MMP14"
"U58675_cds2_at",0.044513997707508,8.13129319441135,0.230341642438198,0.818466516876718,0.908568575964216,-6.62869226815789,"OR3A1"
"HG1227-HT1227_s_at",0.0387390244671852,5.32356783260683,0.230331228638321,0.818474578047205,0.908568575964216,-6.62869465823758,NA
"D49410_at",0.0397650870304727,9.3375666337539,0.230180700827413,0.818591101615677,0.908568575964216,-6.62872919394604,"IL3RA"
"S66427_at",0.0276567035702922,7.60847581029004,0.229789495098518,0.818893953062886,0.908763230290366,-6.62881884313916,"ARID4A"
"X85740_at",0.0543931971258997,5.47215204521993,0.229603839390307,0.819037687859139,0.908781272645573,-6.62886133495389,"CCR4"
"M22092_at",-0.021426291846546,5.04302235551537,-0.22892896745667,0.819560226492022,0.909003887674179,-6.62901550686249,"NCAM1"
"S76756_s_at",0.046414733794081,7.31122652769921,0.228887275985694,0.819592509973929,0.909003887674179,-6.6290250162571,"MAP2"
"U61262_at",0.0500449016298825,5.85714469875532,0.228781702780957,0.819674261198871,0.909003887674179,-6.62904908868187,"NEO1"
"D38503_at",-0.0188150151193085,6.43630457703726,-0.228686025815711,0.819748350940847,0.909003887674179,-6.62907089502227,"GABRA2"
"V00533_rna1_f_at",-0.0294871750280965,5.58730277015327,-0.228447645776688,0.819932953355082,0.909067188875331,-6.62912518610333,"IFNA14"
"L42354_at",-0.0723652979817375,7.86402069221321,-0.227929832017736,0.820333985381348,0.909370390574348,-6.62924292344277,NA
"M20786_at",-0.0321006983509622,3.61455747572186,-0.226623781830213,0.821345696837191,0.910350353350799,-6.62953870010242,"SERPINF2"
"M76125_s_at",-0.0346645582944598,5.92197712909435,-0.226448637101995,0.821481393080267,0.9103592182915,-6.62957823545663,"AXL"
"U68142_at",0.0406370244185776,9.23271997079168,0.225896032632006,0.821909568147887,0.910692152832808,-6.62970277457836,"RGL2"
"AB000381_s_at",0.0229418326358388,6.72499690971197,0.225201436707665,0.822447839377487,0.911146953678649,-6.62985888296674,"GML"
"D82346_at",-0.0536300313828395,7.08378693358826,-0.223907643118187,0.823450680968565,0.912116206436436,-6.63014837934443,"KCNQ2"
"X77383_at",0.0281351802574843,5.65424558373027,0.223587475140515,0.823698894146456,0.912249404438416,-6.63021976232416,"CTSO"
"U24683_at",-0.0572596261973572,6.31157462358501,-0.223049785015727,0.824115783858094,0.912569341895675,-6.6303394134088,"IGHV4-55"
"X12794_at",-0.0329887488267175,8.66994398164578,-0.222850277676344,0.824270481673034,0.912598891729625,-6.63038373619236,"NR2F6"
"M18533_at",0.0201911375252495,6.439167594533,0.222369553339665,0.824643263506823,0.912869848686357,-6.63049037177241,"DMD"
"X54741_at",-0.0291168475102292,3.2695388845617,-0.221493017489808,0.825323084640236,0.913480557429008,-6.63068421540693,"CYP11B2"
"L00389_f_at",0.0557464335236801,8.46761532755627,0.220708778793424,0.825931435558184,0.914011984491508,-6.63085699972199,"CYP1A2"
"J00146_at",-0.0250251457401802,7.01919384796658,-0.220375149723634,0.82619027120646,0.914156517682889,-6.63093031966976,"DHFRP3"
"AFFX-BioDn-5_at",-0.0204230891916266,4.32271092262959,-0.219383511931876,0.826959715975279,0.914769093993286,-6.63114759291494,NA
"S69231_s_at",-0.0374294276648355,4.46332793047399,-0.219166496464479,0.827128128141503,0.914769093993286,-6.63119501167418,"DCT"
"U14969_at",-0.0225463467874771,14.3964932758561,-0.219106445480376,0.827174731397719,0.914769093993286,-6.63120812477882,"RPL28"
"X56692_at",0.032730291276077,7.17452334280821,0.218870276918254,0.82735801874734,0.914769093993286,-6.63125966119835,"CRP"
"M81829_at",-0.031473436126694,7.85828738978264,-0.218834888108605,0.827385484369295,0.914769093993286,-6.63126737892001,"SSTR1"
"D87024_at",0.0347094916691137,8.563570586267,0.218618772266191,0.827553218788857,0.914812668126184,-6.63131448321134,"IGLV4-3"
"U56637_at",-0.0396438418971936,11.0583355855157,-0.21839703593565,0.827725323792673,0.914861059429142,-6.63136276422654,"CAPZA1"
"U96114_at",0.0254593049109921,8.31158190592935,0.216421637083929,0.829258940060665,0.916054631150224,-6.63179072921668,"WWP2"
"U70370_at",-0.0346083126338943,4.68216330397822,-0.216219228003412,0.829416119543331,0.916054631150224,-6.63183436126798,"PITX1"
"HG37-HT37_at",-0.0282716829577927,7.28052664981538,-0.216180061713066,0.829446534681544,0.916054631150224,-6.63184279939047,NA
"X99479_f_at",-0.0655597622181494,7.09527555061581,-0.216032448952537,0.829561167808057,0.916054631150224,-6.63187458788003,"KIR2DL4"
"X01057_at",0.0222729910722865,6.37262224188671,0.216024490275853,0.829567348462908,0.916054631150224,-6.63187630116933,"IL2RA"
"HG742-HT742_at",-0.06021365586804,6.03831938828557,-0.215874874636296,0.829683540966344,0.916054631150224,-6.63190849766628,NA
"U33267_at",0.0175240789743318,6.92039119575094,0.215847639233609,0.829704692570767,0.916054631150224,-6.63191435618457,"GLRB"
"U95090_at",0.035753514361927,7.10326801434093,0.215671023791103,0.829841859010066,0.916064201437404,-6.63195232943853,"PRODH2"
"HG1595-HT4788_s_at",-0.0469133313348653,10.321187555682,-0.214899573309707,0.830441059529005,0.91658373020317,-6.63211783142319,NA
"S76475_at",0.0259184615816883,7.45993990822193,0.21456611065102,0.830700097601321,0.916727708328145,-6.63218918699416,"NTRK3"
"D76444_at",0.0388135513342274,7.32589781562304,0.213615610343835,0.831438561373815,0.917265980559717,-6.63239197125594,"RNF103"
"J04076_at",0.0294591602636958,6.12623223096449,0.213479827680201,0.831544066209041,0.917265980559717,-6.63242086637668,"EGR2"
"M61832_s_at",0.0318703876000868,9.83462030037484,0.213083931335056,0.831851700319857,0.917265980559717,-6.6325050100341,"AHCY"
"U12259_cds2_s_at",0.0417032678010747,4.45342823936484,0.21303612678758,0.831888848968152,0.917265980559717,-6.63251515983902,"PAX3"
"U65402_at",0.0347218228847943,9.97623795762354,0.213016613093485,0.831904013061589,0.917265980559717,-6.63251930230974,"GPR31"
"M25269_at",0.0260585602907799,8.21616928132846,0.212944750079026,0.83195985836711,0.917265980559717,-6.63253455450471,"ELK1"
"L13740_at",-0.0511264828821769,9.05244456227941,-0.211938492066151,0.832741920070273,0.917888868157343,-6.63274758267566,"NR4A1"
"U55258_at",0.0566023172088244,7.26639489718516,0.211814906664908,0.832837982061551,0.917888868157343,-6.63277367662962,"NRCAM"
"J05008_at",0.0205955421170421,6.04882767100065,0.211586799424609,0.833015294771332,0.917888868157343,-6.63282179951358,"EDN1"
"U73738_at",0.0308964135646885,6.34559384871941,0.211555231284568,0.833039834054988,0.917888868157343,-6.63282845524,"CAMK2D"
"HG3364-HT3541_at",-0.0225107657520205,14.4141203530871,-0.211245445777483,0.833280652562491,0.91801232763375,-6.63289371680827,NA
"Y08613_at",-0.0658721259890296,5.93154359588281,-0.210970872802283,0.833494111188347,0.918105611659723,-6.63295148041217,"NUP88"
"S77415_at",-0.0253628754525046,7.69833565882441,-0.210611867344601,0.833773228240213,0.918271179379651,-6.63302689340082,"MC4R"
"M92449_at",-0.0402239558589201,8.53580513054555,-0.210160731944591,0.834124004144145,0.918515604810566,-6.63312147739749,"NAAA"
"J04111_at",-0.0569893694138699,8.15899885180087,-0.209863134545488,0.834355416529222,0.918519086108351,-6.63318376008559,"JUN"
"M58583_at",0.0243544826392075,7.5905303912685,0.209825283235846,0.834384850839905,0.918519086108351,-6.63319167548013,"CBLN1"
"U01877_at",0.0372684373119325,7.39814948594954,0.209640861809973,0.834528265844549,0.918535125398455,-6.63323022094091,"EP300"
"M25164_at",0.0268758905071396,7.67116519562372,0.20903738031671,0.83499760142815,0.918820116712349,-6.63335611646515,"TSHB"
"X58987_at",-0.0157496953290819,6.23047065545303,-0.208828701685292,0.835159907540042,0.918820116712349,-6.63339956569305,"DRD1"
"U02619_at",-0.0606746552687216,9.10681068447843,-0.208724259442252,0.835241143341733,0.918820116712349,-6.63342129546225,"GTF3C1"
"M65085_at",-0.0454479453646179,7.31791407165071,-0.208541732693445,0.835383118046004,0.918820116712349,-6.63345924506406,"FSHR"
"Z83336_at",-0.0257226739217433,10.1450869236485,-0.20847938285306,0.835431616850813,0.918820116712349,-6.63347220077988,"H2BC15"
"U26591_at",0.0591345834067951,5.34039360166826,0.208296386894247,0.835573963890089,0.918834920341268,-6.63351020329057,"ICA1"
"U66198_at",0.0211302257922474,5.99520148451853,0.207894215544252,0.83588682016591,0.919037190154653,-6.63359360452112,"FGF13"
"U79290_at",-0.0190184265687616,6.6633256211489,-0.207135707017558,0.83647694957588,0.919544205632452,-6.63375046386139,"SLC67A2"
"M59488_at",-0.0537212248990908,6.55094996313205,-0.206582221696608,0.836907627587191,0.919821035690501,-6.6338645630587,"S100B"
"U12775_at",0.0296364127889346,6.66003437124914,0.206480451267839,0.8369868226293,0.919821035690501,-6.63388550951255,"ASIP"
"U46767_at",-0.0199512708498801,6.66630709739356,-0.205837461478188,0.837487219130812,0.920229097593027,-6.63401761174442,"CCL13"
"J05213_at",0.03099827212721,6.18166170754118,0.205477813853273,0.837767138405416,0.920394811171554,-6.63409132186996,"IBSP"
"HG2841-HT2969_s_at",-0.0202297683886945,6.21055530140554,-0.204863708390142,0.83824515454951,0.920778075005155,-6.6342168857544,NA
"D87845_at",0.025719499480517,7.70346605300241,0.204697166297523,0.838374800461241,0.920778609226342,-6.63425087329636,"PAFAH2"
"U74382_s_at",0.0609540877136183,6.91247279453119,0.204487440761611,0.838538069209614,0.920816065218013,-6.63429363434439,"TERF1"
"HG3989-HT4259_at",0.0309410189253096,6.47618429585859,0.203704533237932,0.839147615689149,0.921242082112863,-6.63445287497362,NA
"D13666_s_at",-0.0503379205769452,6.74216538580068,-0.203364837590984,0.83941212239263,0.921242082112863,-6.63452177807007,"POSTN"
"S77094_at",-0.0305285891653151,4.29446814806511,-0.203353569389183,0.839420896784504,0.921242082112863,-6.6345240617183,"CHRNA1"
"L37347_at",0.0392316531568921,6.02344381439172,0.203281219558124,0.839477235075929,0.921242082112863,-6.63453872134513,"SLC11A2"
"U29725_at",0.0499581801648707,6.42154811910228,0.203159340899831,0.839572143005649,0.921242082112863,-6.63456340479201,"MAPK7"
"M90354_at",-0.0178443068335756,5.71611229309141,-0.202946993440429,0.839737505433258,0.921281729183394,-6.6346063750875,"BTF3P11"
"U01038_at",0.0185988848971252,9.84168008441918,0.20266643375473,0.839955998187565,0.92137964472675,-6.63466307987111,"PLK1"
"D14520_at",0.028596926018122,6.54689583082085,0.202315680941989,0.840229173266829,0.921537504033727,-6.6347338613907,"KLF5"
"Z14000_at",-0.0225270452053632,10.3452430874263,-0.201347633063391,0.840983215008397,0.922074912915166,-6.63492857692223,"RING1"
"X75304_at",-0.0238862150069288,8.97101843244249,-0.201250891109211,0.841058578434871,0.922074912915166,-6.63494798456546,"GOLGB1"
"L34673_at",-0.0188957726901213,6.0043377409691,-0.201188490582765,0.841107190165146,0.922074912915166,-6.63496049794695,"HLTF"
"D21337_at",0.0265040847629452,6.58926771594633,0.20022168863855,0.841860434412785,0.922728588036469,-6.63515387863225,"COL4A6"
"U79248_at",-0.0217654104453784,6.68880138156952,-0.199924390809649,0.842092091603513,0.922728588036469,-6.63521315738052,"LINC00667"
"L22005_at",0.0665532028185547,5.24063172791392,0.199709441722754,0.842259590590191,0.922728588036469,-6.63525596165974,"CDC34"
"M74047_at",-0.0176212157193758,5.3054052163921,-0.199658070106689,0.84229962297945,0.922728588036469,-6.63526618483052,"SRD5A2"
"D13639_at",0.0877428132483384,9.75703149028648,0.199479328008981,0.842438914679231,0.922728588036469,-6.63530173479765,"CCND2"
"HG2850-HT4814_s_at",0.0421587503454548,6.51201648662918,0.199426524964139,0.842480064459163,0.922728588036469,-6.63531223069521,NA
"D83407_at",-0.0222270026367255,7.2007990665688,-0.198958811220913,0.842844576183342,0.922986018987872,-6.63540507907014,"RCAN2"
"S78798_s_at",0.0350250482446706,7.43636446663541,0.1986713197914,0.843068649083971,0.923089602107146,-6.63546204247263,"PIP4K2A"
"U20325_at",0.0268566671546324,8.52599222128064,0.198416943361802,0.843266922726224,0.923164909722858,-6.63551237587615,"CARTPT"
"Z50053_at",0.0215158215973892,7.20087447466943,0.197155217300435,0.844250524393388,0.924099798618219,-6.63576108113873,"GUCY1A2"
"X72632_s_at",0.0266757621087486,8.83159465931729,0.195980872505834,0.845166229173166,0.924960093302963,-6.63599113822086,"THRA"
"X78933_at",0.0164785338827409,6.76836225864474,0.195449820849635,0.845580391151761,0.925262255917925,-6.63609472175422,"ZNF345"
"U78524_at",-0.0282766105812744,8.42500723243339,-0.195294026341481,0.845701902028503,0.925262255917925,-6.63612505676657,"PIAS1"
"AF001359_f_at",-0.0710390848346059,7.12719076076432,-0.195002037629207,0.845929646742778,0.925369411021829,-6.63618184529862,"MLH1"
"D42123_at",0.0215881276129952,9.85955395924994,0.193573633154599,0.847043959507764,0.92643177443218,-6.63645843068128,"CRIP2"
"M60331_at",0.026985238684337,6.01136262441031,0.193423990908109,0.847160715040451,0.92643177443218,-6.63648728871757,"PRM1"
"M62402_at",0.0348119203566633,6.55627268750703,0.193040390239733,0.847460027838391,0.926616953751517,-6.63656116307294,"IGFBP6"
"D80007_at",-0.0332345474823175,8.05139137803373,-0.192470692329639,0.847904588498706,0.926791328888337,-6.6366706059432,"PDCD11"
"J02758_s_at",0.0267390819897981,6.95207166596345,0.192373329160415,0.847980570262735,0.926791328888337,-6.6366892777437,"APOA4"
"U02687_at",0.101695277396093,7.44893390339929,0.192059835126784,0.848225229338772,0.926791328888337,-6.63674933387508,"FLT3"
"L02785_at",0.0218782174582461,6.44009335394734,0.191939703001924,0.848318987598524,0.926791328888337,-6.63677232168449,"SLC26A3"
"L77213_at",0.0494076931268461,7.91955306797345,0.19193436331291,0.848323155060465,0.926791328888337,-6.63677334312391,"PMVK"
"D14134_at",0.0182442192221046,5.60767417856075,0.191836513207987,0.84839952480366,0.926791328888337,-6.63679205603268,"RAD51"
"L40386_s_at",0.0770403833051168,7.07490594592209,0.191412493450074,0.848730479189084,0.926936767617898,-6.63687303565053,"TFDP2"
"D78333_at",-0.0197736165670177,6.40124926948438,-0.191033583883006,0.849026247356832,0.926936767617898,-6.63694524863529,"CCT6B"
"X00588_at",0.025676951057525,5.67356363542854,0.191000352446273,0.849052188093744,0.926936767617898,-6.6369515750994,"EGFR"
"AJ001487_at",0.0295255313106457,4.56058341540186,0.19099962582586,0.849052755301567,0.926936767617898,-6.63695171341812,NA
"X66362_at",0.0420732043692631,5.638536960461,0.190003704455763,0.849830257230845,0.927514176847787,-6.63714080186282,"CDK18"
"L35263_at",-0.0351283830986269,7.9241782198732,-0.189975205797644,0.849852507933387,0.927514176847787,-6.63714619816476,"MAPK14"
"D85423_at",0.0321810979697892,6.02946029503825,0.189799189761388,0.849989937475178,0.927514176847787,-6.63717950938098,"CDC5L"
"U45982_at",-0.016009343939368,9.64535998719842,-0.189655582455342,0.850102066422141,0.927514176847787,-6.63720666436116,"CCR9"
"U32324_at",-0.0324582378190508,6.93074106111006,-0.189399109032285,0.850302329213807,0.927590712312966,-6.63725511032891,"IL11RA"
"M77829_s_at",0.0375546578032084,4.20283060791578,0.189101205390824,0.850534954439333,0.927658635813196,-6.63731129994673,"AQP1"
"J03191_at",-0.028359591589874,12.8330856163896,-0.18898609781308,0.850624842518006,0.927658635813196,-6.63733298749701,"PFN1"
"U43959_at",0.0197386642127961,4.75482290540662,0.188578336492607,0.850943281287769,0.92775302825161,-6.63740970813202,"ADD2"
"D25274_at",-0.0425865994244905,9.54598137129629,-0.188541983318392,0.850971672287457,0.92775302825161,-6.63741653997472,"RAC1"
"M84820_s_at",0.0415867705279949,7.27370079479244,0.18809534513779,0.851320502596207,0.927991416362134,-6.63750036917823,"RXRB"
"X16354_at",0.0247914019734701,6.8882702661457,0.187565776222168,0.851734141369785,0.928300365972359,-6.63759950622365,"CEACAM1"
"M10950_cds2_at",0.0154656388079024,6.05061245619001,0.187362087673831,0.851893250698761,0.928331853291267,-6.6376375630346,"AFP"
"D86096_cds3_at",0.0204422323294677,6.38585483328804,0.186970420002915,0.852199215374091,0.92852333889682,-6.63771062544583,"PTGER3"
"U11862_s_at",-0.0307754815131798,5.447564327342,-0.186777824559471,0.852349676259194,0.928545360949235,-6.63774649653452,"AOC1"
"HG4318-HT4588_s_at",0.0329602258621495,8.41194987901996,0.1865091954854,0.85255954587568,0.928631172506842,-6.6377964672778,NA
"D50922_at",-0.0302544273553202,7.65748444663419,-0.186274631167401,0.852742810714708,0.928631172506842,-6.6378400424868,"KEAP1"
"U87593_f_at",-0.0238248119222764,6.6023237504855,-0.186010410963923,0.852949255379553,0.928631172506842,-6.63788906128245,"ERVK-19"
"M19481_at",0.0257669897411601,5.89143449083672,0.186010110086098,0.852949490471988,0.928631172506842,-6.63788911706243,"FST"
"D86519_at",-0.0213196090189909,7.7570189294388,-0.185308126424454,0.853498025263506,0.929052472914193,-6.63801901294615,"NPY6RP"
"X07495_at",0.0247423586924445,6.38293093724895,0.185181351161091,0.85359709602861,0.929052472914193,-6.63804241928179,"HOXC4"
"Y11709_at",-0.0249020031942351,4.61040920644181,-0.184603570865033,0.854048642448323,0.929224779878759,-6.63814889136158,"COL14A1"
"M14306_at",0.0144689142569039,6.37668227616119,0.184438906849709,0.854177339486628,0.929224779878759,-6.6381791744172,"CRYBA1"
"HG921-HT3995_at",-0.0324977322798308,5.74122905895709,-0.184274995152229,0.854305452466136,0.929224779878759,-6.63820929230146,NA
"M23892_s_at",0.0283047645477916,6.80376681719287,0.184210480431454,0.854355878088599,0.929224779878759,-6.63822113919398,"ALOX15"
"S71018_at",-0.0151555122423854,5.33788240378611,-0.184144908930556,0.854407130327573,0.929224779878759,-6.63823317589711,"PPIC"
"Y12556_at",-0.0314051007818872,4.20332595043197,-0.183802719061623,0.854674604206818,0.929251486907344,-6.63829592087948,"PRKAB1"
"HG2723-HT2819_at",-0.0218880013932932,5.576862153455,-0.183779974501203,0.854692383174563,0.929251486907344,-6.63830008725925,NA
"Y07596_at",0.0163584076912917,6.49893924860033,0.183538708785496,0.854880980390247,0.92931480774658,-6.63834425093088,"PIGK"
"U48436_s_at",-0.0222663478186922,6.43897851560257,-0.183069398290182,0.855247864254484,0.929571889658518,-6.63842999215011,"AFF2"
"L15533_rna1_at",0.0231350305941556,6.31329554353858,0.182664450008292,0.855564458576202,0.929687467170281,-6.63850379837657,"REG3A"
"D63475_at",-0.0385934654459117,9.9513435282686,-0.182533773892368,0.855666628086968,0.929687467170281,-6.63852758067076,"AP2M1"
"D31833_s_at",0.0310858361357873,5.4743948649945,0.182293572836152,0.855854436438096,0.929687467170281,-6.63857125151389,"AVPR1B"
"U64675_at",-0.0579442981319165,5.82993165033565,-0.182266201949016,0.855875837710556,0.929687467170281,-6.63857622415589,"RGPD5"
"U37251_at",0.0250918689561406,8.55013637397152,0.181915757692762,0.85614985931809,0.929843441054031,-6.63863982565619,"ZNF559-ZNF177"
"U04285_s_at",0.0443749071852686,7.63039550075704,0.181391172312489,0.856560079531273,0.930084402626952,-6.63873480317197,"LIPA"
"X95384_at",0.0257201765249224,6.0996731627626,0.181220798300644,0.856693318718406,0.930084402626952,-6.63876559086768,"RIDA"
"X06661_at",-0.015819562438808,6.55647186541783,-0.181131546843023,0.856763118537129,0.930084402626952,-6.6387817076513,"CALB1"
"U81787_at",-0.0198984467350236,7.80813200887198,-0.18085363273656,0.856980470814504,0.930178711394122,-6.63883184181352,"WNT10B"
"L12350_at",0.0206313452005524,6.80962454029635,0.179732791344596,0.857857175511669,0.930988552933884,-6.63903325478118,"THBS2"
"X66142_s_at",-0.0215542343940349,9.21952561437048,-0.178962554248802,0.858459746793379,0.931500690242009,-6.63917093961712,"PDE6B"
"S77582_at",-0.015852685173547,7.00949833158534,-0.178237100899412,0.859027359858545,0.931974744853381,-6.63930007881,NA
"X07619_s_at",0.0528222571154187,6.57137330362894,0.177383302766274,0.859695488373648,0.9325576896859,-6.63945139350536,"CYP2D7"
"L75847_at",0.0163923969932718,6.55707059137041,0.176899740429369,0.860073939238428,0.932670866380915,-6.63953677101771,"ZNF45"
"AFFX-HUMISGF3A/M97935_MB_at",0.0362474274881199,7.35256293026409,0.176749855312348,0.860191250637545,0.932670866380915,-6.63956318738007,"STAT1"
"X15525_rna1_at",0.0231827453667837,8.1090871534122,0.176748507468058,0.86019230557645,0.932670866380915,-6.63956342482812,"ACP2"
"D90209_at",0.0331907868492731,11.1590788266507,0.175828849816609,0.860912168038165,0.933197478292986,-6.63972501802699,"ATF4"
"HG2566-HT4792_r_at",0.0254039813836049,1.6210891876029,0.175793555200856,0.860939797269318,0.933197478292986,-6.63973120286717,NA
"Z22535_at",0.0199470726836708,6.0125393985606,0.175480504736735,0.861184866145598,0.933207501037626,-6.63978600586072,"BMPR1A"
"L27559_s_at",-0.0159875654499677,6.23920313401611,-0.175260964171065,0.861356739737026,0.933207501037626,-6.63982438067676,"IGFBP5"
"U52840_at",0.0235410032203278,3.50878866266098,0.175124818435894,0.861463328674183,0.933207501037626,-6.63984815429601,"SEMA5A"
"D50692_at",0.0574149471898071,7.18679473752239,0.175112904879577,0.861472655958566,0.933207501037626,-6.63985023374985,"MYCBP"
"AF000959_at",-0.0303817892742515,4.31842016797706,-0.174619275046067,0.861859142748875,0.933484325228916,-6.6399362701967,"CLDN5"
"M85220_at",0.0583354850926359,5.69269771863563,0.1744296241139,0.862007638662523,0.93348841037694,-6.63996926058625,"IGH"
"M61826_s_at",-0.0409607472735196,7.64855202870466,-0.174279997435885,0.862124799259612,0.93348841037694,-6.63999526334995,"SPTA1"
"HG167-HT167_s_at",-0.0473971276197149,4.35351772805929,-0.174100393451466,0.862265436757978,0.933498906400551,-6.640026446254,NA
"Z26634_at",-0.0170943643431061,6.62341644719635,-0.173589668490501,0.862665380287924,0.933778860623745,-6.64011494293269,"ANK2"
"X76770_at",0.0152778655989945,9.6898205439647,0.173291133683176,0.862899176508166,0.933778860623745,-6.64016655172472,"PAPOLA"
"X93996_rna1_at",0.0872608180703232,8.10367998285394,0.17320908935506,0.86296343131023,0.933778860623745,-6.64018071947626,"FOXO4"
"U57352_at",0.049891747323306,4.77295474179759,0.173101158887647,0.86304796081496,0.933778860623745,-6.64019934714259,"ASIC2"
"X98253_at",0.0164300658744878,9.70452771916435,0.172635629276523,0.863412574867002,0.934031600337915,-6.64027955973409,"RNF113A"
"X65463_at",0.0633113585925251,7.08354944911791,0.172133691575224,0.863805737878547,0.934155081143698,-6.64036580377117,"RXRB"
"U65002_at",0.0124890832206352,6.27659934443894,0.17192863688783,0.863966365166725,0.934155081143698,-6.64040096452713,"PLAG1"
"D78261_at",-0.017503099396091,6.33037100115529,-0.171887655638525,0.863998468056625,0.934155081143698,-6.64040798656681,"IRF4"
"M55998_s_at",0.0162168132969001,8.59376787312072,0.171820770513988,0.864050863383581,0.934155081143698,-6.64041944358132,"COL1A1"
"S37730_s_at",0.070269651903148,5.67732922525748,0.171308678927987,0.864452037147579,0.934447092164532,-6.64050701411048,"IGFBP2"
"U83601_at",-0.0238110001592675,5.37154629355852,-0.171139260098335,0.864584768116239,0.934448879912169,-6.64053592818368,"CAST"
"S78771_s_at",-0.0209352631722126,10.266250257778,-0.170844953674401,0.864815351381463,0.934501269035884,-6.64058608839063,"BRD2"
"D87437_at",-0.0200024936254266,9.72666155540811,-0.170742774710641,0.864895409327923,0.934501269035884,-6.64060348312014,"SMG7"
"L29433_at",-0.0440549047434642,5.82233325163467,-0.170244481474081,0.865285845894033,0.934781451034787,-6.64068816250245,"F10"
"Y07829_xpt3_at",0.0411221536615907,6.26930598637077,0.169893235013371,0.865561084455152,0.934904206291171,-6.64074770432967,"TRIM40"
"S82198_at",-0.0184151641022154,10.3623368824519,-0.169764766756538,0.865661757010523,0.934904206291171,-6.64076945104056,"CTRC"
"U31215_s_at",0.0239695144471481,5.68177760721988,0.169454326743238,0.865905038654797,0.934969556800032,-6.64082193351817,"GRM1"
"Z80777_at",0.0223885999324782,5.96381472771055,0.169352847066455,0.865984567758537,0.934969556800032,-6.64083906868901,"H2AC10P"
"X99897_s_at",0.025950501235851,3.99188386167218,0.169061758877732,0.86621269976409,0.935028288226996,-6.64088816296363,"CACNA1A"
"D87009_cds3_at",-0.0172133603504294,5.87251356944936,-0.168855878320942,0.866374059605149,0.935028288226996,-6.64092283536039,"ZNF280B"
"S70348_at",0.0171586256213869,7.64580486763155,0.168781390705848,0.866432441019433,0.935028288226996,-6.64093536943866,"ITGB3"
"U19252_s_at",0.0307951623832308,7.93119289742961,0.167502833487523,0.867434655877896,0.935968164333816,-6.64114965158276,"TRAPPC10"
"X60708_at",0.0277183874749598,6.13129261422835,0.166573708617318,0.868163099879506,0.936171266379373,-6.64130434848269,"DPP4"
"D83542_at",-0.0250906095487764,9.66541171712043,-0.166345158880316,0.868342302889248,0.936171266379373,-6.64134226966232,"CDH15"
"X99688_at",-0.0171315829356473,10.4599007953219,-0.16633656622096,0.868349040421417,0.936171266379373,-6.64134369434938,"PSD"
"L25798_at",0.0261805841338862,6.80986779455504,0.166332661665219,0.868352101999506,0.936171266379373,-6.6413443417114,"HMGCS1"
"HG4102-HT4372_at",-0.0165711512724975,7.70641850795351,-0.166195914947708,0.868459326929217,0.936171266379373,-6.64136700427197,NA
"Y10256_at",-0.0348718161991695,4.87733000035838,-0.166102436648132,0.868532625934823,0.936171266379373,-6.64138248538974,"MAP3K14"
"M65199_at",-0.0176144464296204,3.05351965437438,-0.166090332121135,0.868542117524642,0.936171266379373,-6.64138448940686,"EDN2"
"L07868_at",0.0210092350257121,6.44065904674808,0.165899396523431,0.868691839469754,0.936175814089481,-6.641416081266,"ERBB4"
"L07594_at",-0.0196346191545951,6.29658307839385,-0.165584136821556,0.868939060543465,0.936175814089481,-6.64146816409379,"TGFBR3"
"M86933_s_at",-0.0454076324209023,7.64274212292147,-0.165456265347888,0.869039338817001,0.936175814089481,-6.64148926102312,"AMELY"
"L35546_at",0.0244552215567637,6.98310080724541,0.165415109448611,0.869071614201737,0.936175814089481,-6.64149604768224,"GCLM"
"X00948_at",-0.0185266875134964,6.55898941402397,-0.164990073542003,0.869404949961453,0.936393396022843,-6.6415660379539,"RLN2"
"X01630_at",0.037048364476429,7.56877024042249,0.164593667170943,0.869715854264753,0.93651803035205,-6.64163115166163,"ASS1"
"M91083_at",-0.0370664713870088,8.79977642838612,-0.164507545449158,0.86978340285607,0.93651803035205,-6.64164527731957,"RASSF7"
"U05291_at",-0.016256510893319,8.90714241116097,-0.164189278725401,0.87003304014432,0.936553264078422,-6.64169741523215,"FMOD"
"HG3565-HT3768_r_at",-0.059563048844705,8.73580983835181,-0.164130850640546,0.870078870527618,0.936553264078422,-6.64170697586039,NA
"X94333_at",-0.0230951681411451,4.32197897013344,-0.163836083312501,0.870310089747479,0.936660723099302,-6.64175515699492,"TGOLN2"
"Z70276_s_at",-0.0176518104087986,6.5039847820744,-0.163458480123857,0.870606302991996,0.936838088155463,-6.64181675160687,"FGF12"
